YMD,평균기온,최고기온,최저기온,강수량,신적설,평균풍속,평균습도,운량,일조시간,날씨
2019-11-17,16.2,20.1,10.8,0.7,0,2.5,86,9.2,1,흐림/비/안개
2019-11-18,9.8,19.5,6.2,7.7,0,2,71,9.4,1.1,흐림/비/황사
2019-11-19,6.2,8.7,4.3,0,0,2.1,63,7,3.3,구름많음/비
2019-11-20,4.9,10.6,1.4,0,0,1.9,54,0.4,9.5,맑음
2019-11-21,8.1,15.5,0.1,0,0,1.3,43,4,7.9,구름조금
2019-11-22,12.5,19.1,6.6,0,0,0.8,58,1,7.2,맑음
2019-11-23,14.2,20.7,7.9,0,0,1,69,2.2,9,맑음/비
2019-11-24,15,21.8,10.7,0,0,1.1,76,7,5.7,구름많음/비
2019-11-25,5.6,10.7,3.7,0,0,2,60,7.4,0,구름많음
2019-11-26,8.9,14.2,2.9,0,0,0.7,70,6.9,3.5,구름많음/안개
2019-11-27,7.7,10.2,4,0,0,1.8,63,9.2,0.9,흐림/안개
2019-11-28,6.2,13,1.6,0,0,1.3,60,1.9,8.2,맑음
2019-11-29,5.6,11.3,1.9,0,0,1.4,47,0.5,9.3,맑음/안개
2019-11-30,7.2,15.7,0.2,0,0,0.9,51,3.4,7.5,구름조금
2019-12-01,6.6,8.4,5.4,18.3,0,1.8,86,10,0,흐림/비
2019-12-02,5.2,7.3,3.1,0,0,1.8,67,8.4,3,구름많음/비/진눈개비
2019-12-03,4.3,8.9,0.9,0.1,0,1.2,70,5.4,4.1,구름조금/비/진눈개비
2019-12-04,6.1,11.2,2.3,0,0,0.7,66,2.6,8.5,구름조금/비
2019-12-05,2.5,5.9,-1.7,0,0,2.2,57,1.6,7.9,맑음/눈/소낙눈
2019-12-06,-1.2,3.7,-4.9,0,0,2.2,37,1.8,9.1,맑음
2019-12-07,2.8,8.6,-4,0,0,1.3,48,4,9,구름조금
2019-12-08,4.5,9.6,1.3,0,0,0.9,64,1.5,9.1,맑음/안개
2019-12-09,4.5,11.6,-1.4,0,0,0.4,73,2.5,6.2,구름조금/안개
2019-12-10,8.5,15.4,3.2,0,0,0.7,78,5.1,6.2,구름조금/안개
2019-12-11,8,14.7,5,0,0,1.2,75,7.2,1.6,구름많음/안개
2019-12-12,3.9,8,0.8,0,0,1.8,49,0.9,9.1,맑음
2019-12-13,3.6,10,-1.2,0,0,0.9,45,3.5,8.7,구름조금
2019-12-14,5.3,9.9,1.8,0.1,0,1.4,53,5.4,8.4,구름조금/비/안개
2019-12-15,8.1,15.3,1.1,0,0,0.6,56,4.6,7.4,구름조금
2019-12-16,10.2,16.3,6.3,0,0,0.9,65,5.8,5.3,구름많음
2019-12-17,8.8,10.7,7.5,2.6,0,0.7,88,8.8,0,흐림/비
2019-12-18,4.9,8,2.3,0,0,1.6,66,5.6,6.1,구름많음/안개
2019-12-19,3.2,7.5,0.2,0,0,1.7,51,2.9,8.4,구름조금
2019-12-20,2.8,6,0.3,0,0,1,67,8,0.9,구름많음/눈/안개
2019-12-21,2.5,5.8,-1,0,0,1.3,63,7.1,0,구름많음/안개
2019-12-22,5.5,11.8,1.2,0,0,1.1,61,5.2,3.8,구름조금/안개
2019-12-23,5.2,10.2,2.5,0,0,1.2,70,7.1,4.6,구름많음/비/안개
2019-12-24,5.4,11.6,1.6,0,0,1.4,53,3.9,8,구름조금/안개
2019-12-25,6.8,14.1,-0.1,0,0,0.7,45,5.6,7.8,구름많음/안개
2019-12-26,5.7,8.3,2.7,0.4,0,1.7,62,10,0.3,흐림/비/소낙눈/안개
2019-12-27,3,6.8,0.5,0,0,2.1,53,5.8,5.8,구름많음/눈/소낙눈
2019-12-28,3.4,9.6,-1.2,0,0,0.8,49,0,9,맑음
2019-12-29,4.2,6,1,9.8,0,1.1,79,8.8,0,흐림/비
2019-12-30,6.5,11.1,1.7,0.3,0,1.4,83,9,0.5,흐림/비/안개
2019-12-31,-2.2,1.6,-5,0,0,3,46,1.9,9.2,맑음/소낙눈
