YMD,평균기온,최고기온,최저기온,강수량,신적설,평균풍속,평균습도,운량,일조시간,날씨
2019-11-13,8.2,13.2,4.4,1.7,0,1,84,7.9,0.6,구름많음/비/안개
2019-11-14,2.9,7.7,-0.2,0,0,1.5,46,0.8,9.4,맑음/비
2019-11-15,9.6,17.1,-1.3,0,0,1.1,70,4,7.1,구름조금/비
2019-11-16,13,18.9,8.3,0.4,0,0.6,81,5.5,4.7,구름많음/비/안개
2019-11-17,9.8,12.9,6.3,65.2,0,0.4,96,9.5,0,흐림/비/안개
2019-11-18,7.7,13.8,3.1,15.3,0,2.1,76,8.5,2.6,흐림/비/황사
2019-11-19,2.6,5.8,-0.2,0,0,1,74,4.2,5.1,구름조금/눈/비/진눈개비
2019-11-20,2,8.4,-2.4,0,0,0.2,61,0.2,9.1,맑음
2019-11-21,4.3,11,-2.6,0,0,0,63,6,7.2,구름많음
2019-11-22,9.9,18.1,3,0,0,0.9,63,1.1,9.1,맑음
2019-11-23,11.4,18.8,4.7,0,0,1.1,76,5.2,8.6,구름조금/비/안개
2019-11-24,12.8,21.2,7.3,0.5,0,1.6,79,5.1,7.8,구름조금/비/안개
2019-11-25,3.6,9.4,1.7,0,0,1.7,71,7.6,0,구름많음/안개
2019-11-26,7.7,15.8,0.3,0,0,0.8,75,5,7,구름조금/안개
2019-11-27,5.8,8.8,1.6,0,0,1.4,57,8.2,4.3,구름많음/비
2019-11-28,4.6,12.7,-1,0,0,0.7,69,1.8,8.1,맑음/안개
2019-11-29,2.9,9.7,-1.6,0,0,0.7,61,0.9,8.9,맑음/안개
2019-11-30,4.9,13,-2.5,0,0,0.6,60,5.4,7,구름조금/비
2019-12-01,6.3,8.2,4.7,12.3,0,0.4,82,9.1,0,흐림/비/안개
2019-12-02,2.7,7.1,-1.4,0,0,1.7,70,5.6,7.3,구름많음/소낙눈/안개
2019-12-03,2.3,6.5,-2.5,0.1,0,1.1,76,6,3.9,구름많음/눈/비/안개
2019-12-04,5.7,10.5,1.4,0.1,0,1.4,63,4.2,7.4,구름조금/비/안개/진눈개비
2019-12-05,-0.6,4,-5.5,0,0,2.1,51,1.5,8.5,맑음/눈
2019-12-06,-4.4,1.9,-9.6,0,0,0.9,50,0,8.8,맑음
2019-12-07,-0.1,6.6,-7.2,0,0,0.3,68,6.4,3.5,구름많음/안개
2019-12-08,1.2,7.7,-2.7,0,0,0.2,74,0.9,8.2,맑음/안개
2019-12-09,3.3,11.2,-3.8,0,0,0.9,72,3.2,7.4,구름조금/안개
2019-12-10,7.8,13.9,3,0,0,0.6,78,5.6,3.6,구름많음/안개
2019-12-11,7.9,12.6,2.5,0.2,0,2.2,71,6.1,2.1,구름많음/비/안개
2019-12-12,1,6.5,-2.8,0,0,1,57,0,8.8,맑음
2019-12-13,0.9,7.4,-4.8,0,0,0.6,59,4.2,8.5,구름조금
2019-12-14,4.4,8.9,1.5,0.6,0,1.3,64,5.5,8.2,구름많음/비/안개
2019-12-15,5.4,13.5,-2.2,0,0,0.9,67,3.1,8.3,구름조금/안개
2019-12-16,7.9,15.2,1.9,0,0,0.7,73,2.4,8.1,맑음/안개
2019-12-17,7.7,10.5,5.3,1.9,0,1.1,90,9,0,흐림/비/안개
2019-12-18,2.7,6.3,0.1,0,0,1.1,75,5.8,3.1,구름많음/안개
2019-12-19,0.8,6.1,-2.7,0,0,1.2,57,2.1,8.4,맑음
2019-12-20,0.9,5.5,-2.3,0.2,0,1,71,5.2,4.9,구름조금/눈/안개
2019-12-21,0.3,6.5,-4.5,0,0,0.9,73,3.4,4.6,구름조금/안개
2019-12-22,3.2,10,-1.1,0,0,0.8,75,6.1,4.7,구름많음/안개
2019-12-23,3.8,8.7,0,0.1,0,1.4,76,4.6,2.9,구름조금/비/안개
2019-12-24,1.1,7.8,-2.4,0,0,0.9,76,2.5,6.1,구름조금/안개
2019-12-25,2.2,8.9,-3.6,0,0,0.8,66,6.6,2.4,구름많음/안개
2019-12-26,2.4,4,0.5,3,0,1.2,75,9.5,0,흐림/비/안개/진눈개비
2019-12-27,0.1,5.2,-3.1,0,0,1.4,63,0.6,8.6,맑음/안개
2019-12-28,0.6,8.2,-5,0,0,0.8,64,0,8.6,맑음
2019-12-29,2,6.3,-2.3,7,0,1.1,77,9.1,0,흐림/비
2019-12-30,4.2,9.4,-0.4,1.5,0,1.8,87,8.5,0.7,흐림/눈/비/안개/이슬비
2019-12-31,-4.7,-0.4,-7.5,0,0,2.4,55,0.9,8.8,맑음/눈
